UniqueID,Deep-Lying_Forward,Target_Forward,Poacher,Complete_Forward,Advanced_Forward,Pressing_Forward,Trequartista
17070,16.31510171,11.79442108,22.00529113,13.52355604,15.06820153,12.98494511,8.308483396
17523,10.62463975,29.44469713,1.699303071,24.26947116,15.74009557,5.789789954,12.43200337
9680,19.84143447,14.5949637,12.92740238,12.93757676,12.60619625,14.18041746,12.91200899
36503,13.66259155,14.40377495,13.60061073,15.94951059,15.68233243,12.8087806,13.89239913
24549,19.17643791,16.92043943,5.63012108,7.395964488,16.43487572,20.68759825,13.75456313
14140,14.71441491,16.62862475,14.22153636,11.20778799,14.12033163,16.56790516,12.53939921
15668,20.61398718,15.55129711,9.965080437,11.47538959,14.53242698,14.68390039,13.1779183
40535,19.82486984,15.24780266,9.677893491,12.47859953,13.76411344,16.93949428,12.06722677
40051,14.76781176,16.40156553,10.79101746,11.84473031,14.46258882,17.96659759,13.76568853
38527,18.16752655,12.33774381,12.15958826,18.25357871,15.1176111,9.348693728,14.61525785
18559,20.18005357,15.65122165,12.88568208,14.21572515,12.54100957,12.16754554,12.35876244
12306,14.14821312,15.21332873,12.38102941,10.83435743,19.68531037,17.54112538,10.19663557
29495,13.44238385,16.79433792,11.74365811,11.498712,20.05843321,13.97961094,12.48286396
12923,13.91616306,16.28766867,15.19362303,11.99046868,15.64454652,14.85114037,12.11638967
10021,12.74652164,13.10806579,14.82056732,16.8286956,17.37218473,9.647098242,15.47686668
10444,12.64000849,15.10919292,12.3823871,12.03906826,14.95562529,16.24173148,16.63198646
7963,13.93287231,14.06371381,12.47733135,12.18848245,15.98662952,14.81299812,16.53797244
8415,13.93287231,14.06371381,12.47733135,12.18848245,15.98662952,14.81299812,16.53797244
38776,13.23531987,11.87856603,14.81884702,18.16350041,19.67176838,8.816905577,13.41509271
2646,12.95821737,13.09838028,14.59824444,18.79443044,18.08663435,9.181073408,13.28301971
24221,12.16101222,16.84375207,12.38085881,15.10521305,14.68782676,14.38396382,14.43737327
