UniqueID,Wide_Centre-Back_(LCB),No_Nonsense_Centre_Back,Ball_Playing_Defender,Wide_Centre_Back_(RCB),Libero
40802,21.82738024,20.32414383,16.76181161,17.94332765,23.14333666
5317,20.78103257,20.77061809,16.76197509,20.30633693,21.38003732
7525,18.0180508,25.7713994,16.76470879,16.38388361,23.06195741
9729,18.1338008,25.84872028,16.7663499,20.14770417,19.10342486
18608,18.57219064,27.0625054,16.76684061,18.82691765,18.77154571
38698,17.67151939,27.31136149,16.76916298,19.37993236,18.86802379
22207,17.8545252,23.1057504,16.76922231,16.1465328,26.12396929
13728,18.28565088,22.23870493,16.76933509,19.75777638,22.94853271
36067,15.43705388,28.87853392,16.77090483,17.3484899,21.56501747
10361,17.61126732,28.20032168,16.77142601,18.2983251,19.11865989
24432,18.83623423,28.52442166,16.77428504,21.60190027,14.2631588
22896,20.84400316,21.25254676,16.77536507,24.06815023,17.05993479
18875,13.92513343,27.08883922,16.77993305,14.71287242,27.49322188
26935,19.00836983,25.76833301,16.78090849,19.53045791,18.91193075
3845,18.46059952,20.30827568,16.78184822,22.04669541,22.40258118
9947,18.71555644,24.79725671,16.78204641,20.01232027,19.69282017
8145,19.89881985,23.26591173,16.7848942,23.65211025,16.39826397
33953,18.44411107,22.42964653,16.7881274,22.15725981,20.18085519
22975,18.75174946,27.35411801,16.79571499,20.49366322,16.60475431
5554,18.89924624,18.90174076,16.79890668,21.11578052,24.2843258
18161,19.01093317,26.9917157,16.7990481,22.94495756,14.25334547
7404,17.74390923,23.1360971,16.8007385,16.28440709,26.03484808
34538,19.64536205,22.01936662,16.80193238,21.95484843,19.57849051
20268,20.23026227,24.7477466,16.80291541,20.89888017,17.32019555
20705,20.23026227,24.7477466,16.80291541,20.89888017,17.32019555
30583,21.11339715,24.79124562,16.8077105,17.47026622,19.8173805
41474,17.23822772,29.47752361,16.80857631,19.39258517,17.08308718
39556,16.86977861,26.63147871,16.81130696,15.97268145,23.71475427
8292,22.26483547,23.17969,16.81230535,19.2633737,18.47979548
36195,20.58954305,23.45352666,16.81433882,22.2833602,16.85923126
8377,19.55399076,27.78861142,16.81657085,16.58222955,19.25859741
34671,17.64591191,21.72334802,16.81662719,19.42597454,24.38813833
21313,19.54811691,20.00085071,16.81679506,21.58695579,22.04728153
13753,17.87492834,23.05588748,16.81712906,20.26704113,21.98501399
13665,16.33245129,29.82435434,16.81785055,21.46603442,15.5593094
647,17.68356171,15.38846436,26.14946165,15.08037086,25.69814141
10018,19.21066784,20.6480942,16.81914236,16.19231914,27.12977646
10559,21.88913576,16.09106899,16.82069074,22.46935086,22.72975366
14861,21.61056179,21.00490676,16.82136842,18.75396578,21.80919725
24002,18.40104531,27.27823848,16.82173966,17.62051491,19.87846165
20289,21.83646123,20.1323237,16.82213885,21.2617206,19.94735562
33731,14.14881166,24.22136655,16.82243118,15.96536773,28.84202288
38089,21.63908136,22.82369299,16.8249125,18.00987287,20.70244027
24358,18.30016347,28.24392616,16.82504813,19.54398842,17.08687382
22218,20.13547282,23.7518059,16.82505958,22.49054678,16.79711493
11764,21.38264323,20.57830482,16.82613269,20.95414258,20.25877669
10094,19.77925214,23.49840837,16.82643509,23.08131624,16.81458815
31,16.39385018,22.62517558,26.05464991,22.82881215,12.09751217
3860,18.23232217,24.64440971,16.82727416,18.86542154,21.43057242
3894,18.15608727,26.66806208,16.82749134,18.84172024,19.50663906
39100,20.07528272,23.07734076,16.8319,18.67863614,21.33684038
9169,21.08988597,24.14757043,16.8323787,24.6819206,13.24824431
922,19.25253215,26.96271428,16.83246147,19.10456916,17.84772294
6438,18.48716326,22.13942685,16.83404025,21.74110805,20.79826158
22479,15.19862396,29.39232324,16.83408165,18.97768605,19.5972851
956,18.66738967,22.29916807,16.83489447,21.8111853,20.38736249
22543,18.28779476,22.18310152,16.83582294,23.42174545,19.27153533
31233,20.54760933,22.63782688,16.83694654,24.44273256,15.53488469
31706,20.54760933,22.63782688,16.83694654,24.44273256,15.53488469
9565,21.35862647,21.18630087,16.83729714,23.78574471,16.83203081
36366,19.55356926,21.91835594,16.8382545,17.3317743,24.358046
25165,20.29435649,23.32206943,16.84149625,20.58953413,18.95254371
22597,18.59697636,25.29643836,16.84303456,17.27087571,21.99267502
21095,18.85165529,23.35836782,16.84311101,18.62992557,22.31694031
17020,19.09484001,21.34514653,16.8444588,21.78233824,20.93321642
18750,19.93884917,22.6372611,16.84593786,18.69024749,21.88770439
27477,19.43593029,21.00579597,16.84864281,19.37151764,23.33811329
30524,21.76707607,17.66972324,16.84965155,19.76808,23.94546913
26205,20.49223554,20.83193111,16.85176066,20.9250543,20.89901838
26649,20.49223554,20.83193111,16.85176066,20.9250543,20.89901838
6496,18.09264033,30.78385713,16.85243496,21.91787597,12.3531916
34428,21.80922865,20.44940496,16.85279989,18.22289358,22.66567292
12821,19.52873365,24.40585788,16.85350415,20.23509987,18.97680446
7552,22.36838489,19.12121931,16.85405914,21.55176738,20.10456928
29115,21.36944804,22.67016184,16.85690231,23.65521784,15.44826997
28062,19.84659029,21.55930424,16.85788093,18.39001321,23.34621133
28474,19.84659029,21.55930424,16.85788093,18.39001321,23.34621133
32343,21.22832518,23.4011129,16.85937738,19.96081049,18.55037405
32809,21.22832518,23.4011129,16.85937738,19.96081049,18.55037405
4717,19.36051768,21.0796379,16.86031208,20.80609887,21.89343346
4761,22.37391542,21.80891333,16.86060316,17.46196133,21.49460676
16366,17.18774401,24.40144116,16.86123204,17.0432023,24.5063805
16754,17.18774401,24.40144116,16.86123204,17.0432023,24.5063805
5617,18.8417746,22.4608415,16.86200197,20.8727964,20.96258553
17085,18.65327232,22.86454138,16.86576675,18.05090431,23.56551525
11660,20.25849098,22.06173546,16.86817004,18.94449603,21.86710749
446,16.39385018,22.62517558,26.05464991,22.82881215,12.09751217
28982,18.70265223,21.03260799,16.87072234,22.08194667,21.31207077
41501,17.11007364,23.14920879,16.87188696,19.92648123,22.94234938
13710,17.37887601,25.42601419,16.87286733,16.90378472,23.41845774
30509,16.71217447,26.73218581,16.87565368,16.64858512,23.03140092
38240,18.99156622,27.47094655,16.87589575,16.94302276,19.71856873
8289,18.84850166,29.32368892,16.87686284,20.16063915,14.79030743
22236,15.53995296,22.59740127,16.87731942,16.52685537,28.45847098
21288,19.27615638,22.84823964,16.87795527,15.7745816,25.22306711
10348,19.4618243,23.84533876,16.87821258,20.00282973,19.81179464
7649,20.60808344,27.82621362,16.87874897,20.55147985,14.13547413
33997,19.30042578,23.2119379,16.87885485,18.4960849,22.11269658
39159,17.63658475,23.62014054,16.87983318,21.61436955,20.24907198
1203,19.93957908,22.24270011,16.88266941,18.56979204,22.36525937
1193,20.2534805,21.94291683,16.88304994,18.54950647,22.37104626
1604,20.2534805,21.94291683,16.88304994,18.54950647,22.37104626
1845,19.70307875,25.8320992,16.88395334,21.14158463,16.43928407
21128,17.26968101,25.92593597,16.8841685,23.06981685,16.85039768
15268,19.44080658,21.03493183,16.8848841,19.02927329,23.61010419
21417,16.19525645,24.55691702,16.88698182,17.74624934,24.61459537
18129,20.64037378,23.00092976,16.88924816,17.21939376,22.25005453
615,16.01585682,20.15131671,25.88377293,17.69848387,20.25056967
35505,17.13254518,13.45796516,25.85385705,14.21900278,29.33662983
40912,15.08058711,27.56179118,16.89030964,14.62279381,25.84451827
9059,19.07121172,25.96607289,16.89077063,19.1828058,18.88913895
33721,22.63597018,17.78840601,16.89180196,22.46071915,20.22310271
39935,18.1804268,26.3633241,16.89253993,18.94117942,19.62252975
3736,20.09891706,16.07369548,16.89358415,23.96616425,22.96763906
3278,17.70161498,24.0725626,16.89714506,16.99753928,24.3311381
5993,20.12082335,22.48182432,16.89962241,17.93314854,22.56458138
21992,18.35440105,24.6678201,16.90090296,17.77492154,22.30195434
14597,19.86709803,25.24973545,16.90108984,23.74175854,14.24031814
11044,20.72949492,21.22098399,16.90374047,23.994104,17.15167663
36024,21.80585812,19.37529124,16.90518501,21.91094225,20.00272338
36853,18.35802185,24.33099581,16.90703989,19.49868937,20.90525308
33903,18.98154449,21.30409581,16.90845386,19.77539993,23.03050591
5069,18.99258014,23.027103,16.90962398,17.54364086,23.52705202
2418,17.85313378,24.65108901,16.90968953,20.7301845,19.85590318
5253,18.7833088,22.08104031,16.90999977,17.62955002,24.5961011
1530,21.10180786,20.38521438,16.91070754,17.74136058,23.86090963
21090,19.554522,24.24770335,16.910962,18.7293588,20.55745385
21486,19.554522,24.24770335,16.910962,18.7293588,20.55745385
7176,17.92547096,22.76813324,16.91165029,18.71529527,23.67945024
41497,19.41807794,24.43657015,16.91382599,19.03995457,20.19157135
6755,21.13920005,19.6724475,16.91674685,25.61863267,16.65297294
20994,21.41789217,19.87307677,16.91930427,17.26069948,24.5290273
3530,18.04158299,20.75767963,16.92054491,21.89263429,22.38755818
34371,19.31471099,21.01502918,16.92075097,17.99501418,24.75449467
41015,18.06760999,23.46901949,16.92530999,19.26750379,22.27055675
20924,21.27463079,20.16883697,16.92812476,17.96743729,23.66097018
6591,18.08159954,25.46514863,16.9294945,16.33046881,23.19328851
33057,17.97692981,24.4245208,16.93012667,17.52036091,23.14806181
39020,21.54539088,21.79136503,16.93309442,23.11690097,16.6132487
34381,20.10517485,24.3388089,16.93344887,18.73657142,19.88599597
30807,19.03754328,20.59981619,16.93464152,21.98619174,21.44180727
15739,18.74681933,20.2357223,16.93651624,19.68364156,24.39730057
15843,17.63820049,25.07073828,16.93756266,22.15042141,18.20307716
21860,17.98890588,25.12277006,16.93886219,18.52534963,21.42411224
19804,20.74648915,21.46189858,16.93912074,18.79750007,22.05499146
5028,19.1740438,24.86133564,16.9402337,22.51591594,16.50847092
31162,20.17777485,22.70013237,16.94416074,21.65038243,18.52754961
31640,20.17777485,22.70013237,16.94416074,21.65038243,18.52754961
20211,17.98997393,23.14389387,16.94418119,19.44702565,22.47492536
1448,23.22888241,15.56168552,16.94428812,16.37687159,27.88827237
2513,17.95501445,19.59783737,16.94497582,18.05757737,27.44459499
25429,19.52122744,21.47427834,16.94555864,18.39206843,23.66686715
1852,19.06091934,26.15075194,16.9482137,24.20418487,13.63593015
37538,18.06248185,22.69988618,16.94837582,18.04465002,24.24460613
9486,18.66184333,21.93936076,16.94846626,17.36163888,25.08869077
23076,19.45285889,25.59113027,16.94902382,19.3499227,18.65706432
9753,18.14818317,20.82489428,16.94958686,18.99925228,25.07808342
12657,18.93835689,24.90366836,16.95034765,18.09194616,21.11568094
6850,17.80745678,26.73384118,16.9505954,19.23771131,19.27039533
25850,20.22015615,16.16920235,16.95223188,19.87534148,26.78306813
26228,17.48165079,25.17654916,16.9526311,17.97128798,22.41788097
26666,17.48165079,25.17654916,16.9526311,17.97128798,22.41788097
34725,17.14387755,24.54992565,16.95419106,16.3977646,24.95424114
6708,18.59569262,28.72008275,16.95575062,21.50573252,14.2227415
9173,18.12427473,24.17826841,16.95686836,17.32366318,23.41692532
13140,18.86683364,26.51368888,16.95906362,17.54794816,20.1124657
17894,19.77165847,21.5516251,16.96079108,20.95241203,20.7635133
32379,19.66223467,22.0195006,16.96249996,21.70412686,19.65163792
32840,19.66223467,22.0195006,16.96249996,21.70412686,19.65163792
41682,17.06561364,27.23634168,16.96353283,17.82093711,20.91357474
32225,23.06699687,20.46346015,16.96403709,19.42346939,20.0820365
32696,23.06699687,20.46346015,16.96403709,19.42346939,20.0820365
32341,17.81711977,25.9642201,16.96518875,18.11301017,21.14046121
32799,17.81711977,25.9642201,16.96518875,18.11301017,21.14046121
38647,21.11355087,21.14318471,16.9696272,19.2664546,21.50718261
38966,21.82416979,20.90063051,16.9702613,18.30109037,22.00384803
35304,18.06566316,17.46229413,25.73020155,18.90973607,19.83210509
24744,18.02365771,23.58295767,16.9722087,16.59508129,24.82609463
25142,18.02365771,23.58295767,16.9722087,16.59508129,24.82609463
5426,18.31017023,23.74764213,16.97346008,17.54205022,23.42667733
9872,16.68582433,27.94897747,16.97539722,17.99325885,20.39654214
38614,20.09788272,23.35247231,16.97735426,23.37135056,16.20094017
2270,19.4450369,22.59296554,16.97751805,16.32369408,24.66078543
1401,19.26179836,20.69518105,16.97825037,19.21334283,23.85142739
29417,18.87006896,23.57217298,16.97835312,17.39292383,23.18648111
4665,18.87024927,25.13111782,16.97938442,18.02874129,20.99050721
2612,19.21266899,23.24815904,16.98125717,18.78898583,21.76892897
9,21.59652637,14.24853023,25.68022158,18.73224512,19.7424767
19400,17.21243516,23.6951435,16.98412074,17.33546692,24.77283368
18908,17.46152762,28.34890816,16.98504284,18.56824252,18.63627886
19235,17.46152762,28.34890816,16.98504284,18.56824252,18.63627886
5404,22.74202362,24.33385906,16.98595995,20.84785603,15.09030134
6359,19.28587253,22.52063751,16.98842728,19.35566621,21.84939647
21742,17.26888734,20.1770194,16.98877943,20.65749463,24.90781921
4573,18.69434929,24.00962286,16.9896166,17.69219829,22.61421295
25100,19.66287981,22.3178239,16.99145487,21.19183302,19.83600841
30638,18.80998233,29.69095412,16.99254717,21.50950821,12.99700817
22602,18.42484213,26.33836904,16.99335978,20.27148344,17.97194561
10208,22.58519824,20.01150862,16.99470595,23.17485695,17.23373024
6667,20.04454608,20.63534419,16.99547939,21.39755489,20.92707545
25782,23.37975814,21.53974713,16.99634852,19.74142265,18.34272356
32354,19.01343894,27.4084865,16.99638713,18.96534802,17.61633941
217,14.53951498,19.926399,25.64495349,21.63976686,18.24936566
6221,19.18547218,23.8364647,16.9986313,22.48246804,17.49696378
6661,19.18547218,23.8364647,16.9986313,22.48246804,17.49696378
3810,19.19105166,19.99064064,17.00037239,20.80580879,23.01212652
11940,18.86129438,24.10976206,17.000741,17.74209588,22.28610668
7341,17.18113052,27.16153722,17.0015035,18.37168091,20.28414785
13638,20.53065729,21.01737275,17.00211013,18.42175645,23.02810338
33187,20.15833814,26.88369182,17.00428082,20.97892784,14.97476138
4887,20.06893986,19.69458814,17.00440929,20.96157377,22.27048894
5568,20.79520251,22.79096661,17.00462983,23.73964824,15.66955281
34928,17.93696077,17.52275409,25.41893943,16.35319215,22.76815356
37140,17.48161728,27.21637166,17.00572505,17.17549245,21.12079356
39962,17.80343187,24.70808681,17.00711574,17.10134372,23.38002186
17071,16.5530429,25.13016198,17.00779168,16.65971123,24.64929221
17925,16.5530429,25.13016198,17.00779168,16.65971123,24.64929221
39344,23.42877721,22.63494716,17.01093187,18.5511212,18.37422256
17088,21.6937401,25.29798788,17.01121544,20.12743365,15.86962293
4205,21.54624588,19.17203467,17.01128991,20.12105415,22.14937539
20140,18.49002484,21.14151088,17.01525531,22.3623656,20.99084337
21268,16.08040485,25.0272796,17.01533609,16.46792245,25.40905701
2123,18.12666267,30.79450495,17.01644108,20.63511125,13.42728006
38211,14.43130328,36.6597492,17.02051103,20.73272182,11.15571466
2416,19.55219096,21.48052382,17.02191514,20.90395497,21.04141511
11043,19.88759199,28.02700145,17.0226956,22.26115972,12.80155124
11447,19.88759199,28.02700145,17.0226956,22.26115972,12.80155124
26376,18.35526769,22.63747758,17.02657276,20.39334822,21.58733375
26802,18.35526769,22.63747758,17.02657276,20.39334822,21.58733375
13558,17.91249867,29.05902281,17.02699631,22.38144066,13.62004154
34092,19.02630938,20.37508183,17.02792609,21.76462146,21.80606125
3886,18.57689154,22.10546565,17.03060951,19.80262535,22.48440795
11894,18.73043594,24.94049698,17.03285562,19.74024819,19.55596327
31097,19.75412895,24.12307511,17.03328544,20.73707973,18.35243077
31576,19.75412895,24.12307511,17.03328544,20.73707973,18.35243077
23130,17.59306848,30.05603745,17.03335355,21.64267341,13.67486711
9938,18.63099734,20.85748538,17.03633131,21.51231219,21.96287379
3610,21.07300269,19.7306354,17.03819551,18.27464821,23.88351819
14677,19.66396576,24.71409574,17.03912351,23.62101762,14.96179737
15007,19.66396576,24.71409574,17.03912351,23.62101762,14.96179737
9880,21.89646266,21.99398289,17.03957576,18.61331282,20.45666588
160,18.46877586,19.35584344,25.38257426,17.48529515,19.30751129
576,18.46877586,19.35584344,25.38257426,17.48529515,19.30751129
32426,20.13504811,20.79649827,17.04216964,19.82566346,22.20062052
32876,20.13504811,20.79649827,17.04216964,19.82566346,22.20062052
16584,18.87271242,23.89770261,17.04284491,19.41938509,20.76735497
16339,17.45844006,23.95780274,17.04350333,15.8618349,25.67841896
21243,14.88526093,24.56977448,17.04431772,14.53028999,28.97035688
20990,16.16619478,33.28916352,17.04450656,20.20686643,13.29326871
11367,17.55248306,27.5793227,17.04489127,19.52054772,18.30275524
4138,16.33033807,27.06617177,17.05167637,17.23878688,22.31302691
10546,19.12521226,22.46937925,17.05238584,19.86927316,21.48374949
38720,19.12951155,23.36010966,17.05294558,21.74797248,18.70946073
19558,19.61002966,25.99418848,17.05320685,18.29975931,19.0428157
9932,17.20751207,24.98430673,17.05363851,18.74471633,22.00982637
23419,17.1512271,25.11185625,17.05476917,14.19286226,26.48928522
2246,19.03635579,30.14041037,17.05495447,19.77897941,13.98929996
37682,17.16233274,22.19253002,17.05526586,21.72266268,21.8672087
18865,17.08034091,23.62348338,17.05568638,15.35567723,26.8848121
19202,17.08034091,23.62348338,17.05568638,15.35567723,26.8848121
23553,16.05530998,29.72364536,17.05746111,20.8340427,16.32954085
36065,23.72664892,22.14632809,17.05809662,19.92603649,17.14288988
3865,22.74783092,21.03579038,17.05935308,16.93565079,22.22137484
41528,15.15075761,31.4304599,17.06010025,18.40287031,17.95581193
31434,14.72852431,32.05002734,17.06102602,17.65576264,18.50465969
31901,14.72852431,32.05002734,17.06102602,17.65576264,18.50465969
13544,18.37833783,25.84608836,17.06207143,18.79486824,19.91863413
20589,18.56029058,21.84598081,17.0622865,22.65553482,19.87590729
627,15.38078958,16.54184572,25.30515689,21.12326953,21.64893828
40743,23.20518856,21.49252152,17.06424302,19.6105125,18.6275344
3862,18.35172793,31.10041617,17.06532057,21.11751017,12.36502517
4777,18.35172793,31.10041617,17.06532057,21.11751017,12.36502517
22459,18.44453818,23.4545123,17.06623847,16.52073117,24.51397988
41393,17.87402749,23.14399261,17.07276974,19.38765337,22.52155678
34859,14.59582829,22.98732115,25.18910336,16.29140129,20.9363459
38716,18.7063309,24.2625004,17.07559463,18.21068654,21.74488754
32975,17.91006747,22.84974788,17.07716713,20.69955889,21.46345862
8578,19.63487881,23.78742891,17.08204725,19.65257449,19.84307054
5461,18.19800546,22.24296135,17.08299169,20.71421259,21.7618289
29542,17.7397402,25.1759997,17.08441519,16.56595284,23.43389208
2847,16.36467666,27.63973751,17.08754573,19.14367725,19.76436285
3252,16.36467666,27.63973751,17.08754573,19.14367725,19.76436285
32260,21.30974487,23.05737908,17.08897089,18.96896931,19.57493585
32733,21.30974487,23.05737908,17.08897089,18.96896931,19.57493585
29378,19.369367,20.36181868,17.09380832,21.67997614,21.49502985
28999,19.15237592,23.78451501,17.09489061,19.55455153,20.41366692
10090,20.01780332,23.23896372,17.09498408,19.24150947,20.40673942
3876,18.26589638,21.40293901,17.0976206,19.42775487,23.80578916
11827,19.41085932,20.49363805,17.09834856,15.65823102,27.33892306
12207,19.41085932,20.49363805,17.09834856,15.65823102,27.33892306
9759,19.22485859,20.31653335,17.09922406,21.86479256,21.49459145
29482,18.36962857,27.27368073,17.10155266,17.98000181,19.27513624
2925,17.84989751,25.67210484,17.10162614,17.99423971,21.3821318
9496,20.28978618,20.62069254,17.10366263,22.37792902,19.60792963
9109,15.89576611,22.41645399,17.10384804,19.62637227,24.95755958
9539,15.89576611,22.41645399,17.10384804,19.62637227,24.95755958
22460,17.14429514,22.66126406,17.1052471,20.82603335,22.26316035
40664,23.29986369,21.44441333,17.11006976,19.79553614,18.35011708
434,18.4235539,14.91282722,25.17042347,16.24295033,25.25024509
34922,16.3813739,19.96810165,25.07027223,20.06378424,18.51646799
29360,21.90821649,21.88404767,17.11666592,17.65739831,21.43367162
35336,18.64713116,16.3414823,25.06427345,16.65516079,23.2919523
23929,20.87412613,20.3115351,17.1219299,22.04770277,19.64470609
16916,17.67002548,25.62991528,17.12623259,18.0422417,21.53158494
16813,18.24607092,27.36782468,17.12778357,26.07818414,11.18013669
1385,18.1376971,19.91827694,17.1283444,18.8004669,26.01521466
20886,17.29322241,24.40282548,17.12893489,14.41446433,26.7605529
22700,20.49646076,19.82189115,17.12948296,20.15975129,22.39241384
36520,18.58603419,28.90815022,17.13181656,21.08516254,14.2888365
24779,16.87654847,20.66040069,17.13313413,16.93164239,28.39827432
19604,18.80778209,19.12459148,17.13360127,18.32279167,26.61123349
14179,16.44258227,18.57478023,17.1338556,13.24267878,34.60610311
39778,18.64971471,22.34367463,17.13435873,17.27782885,24.59442307
12569,18.99249156,24.38704779,17.13676261,18.14039022,21.34330783
12507,23.28423156,20.06418937,17.13822645,19.30492281,20.20842981
28994,18.4080419,23.16049338,17.1383023,18.78776501,22.50539741
35035,15.9773936,17.63885066,25.00174487,15.8716778,25.51033307
5662,18.20426137,24.84096064,17.14113372,18.66906454,21.14457974
19610,18.09251216,23.72846529,17.14187998,16.46218126,24.57496131
63,14.54694474,23.04217572,24.94557439,16.19682889,21.26847628
32457,17.68576454,25.53980829,17.1457326,17.46050817,22.1681864
32906,17.68576454,25.53980829,17.1457326,17.46050817,22.1681864
36758,20.23274732,25.50537571,17.14632912,21.10418753,16.01136032
32386,17.49910769,29.353248,17.14809298,19.49004848,16.50950286
32845,17.49910769,29.353248,17.14809298,19.49004848,16.50950286
37963,20.25896466,21.15982529,17.15304802,23.99563106,17.43253098
33242,16.76157132,24.79507773,17.15402452,16.14873027,25.14059617
13797,16.74875754,27.26452064,17.15454098,17.36072821,21.47145262
12664,16.93789032,23.33143214,17.15516984,16.431254,26.1442537
7692,18.39156124,26.09459805,17.15805198,19.64577387,18.71001487
10539,19.00439553,27.12228803,17.1580759,19.25376899,17.46147156
14210,16.75288654,27.27124204,17.15877001,17.36500807,21.45209334
1979,19.42431982,25.50272182,17.16444784,22.71163308,15.19687745
22624,20.8983029,20.86091878,17.16454832,18.58574698,22.49048302
7606,21.48244701,19.52136464,17.16478751,18.87625265,22.9551482
21697,17.09327573,25.38355354,17.16480848,16.65743497,23.70092727
11018,20.5257513,24.79835498,17.16503868,20.99604194,16.51481311
22606,17.64720489,24.55497917,17.16579723,16.63403976,23.99797896
35972,17.79776125,27.6011261,17.16581644,18.75829978,18.67699643
39062,19.30878069,20.84773557,17.16593413,22.51898098,20.15856864
11806,18.61304025,31.13438614,17.16724776,22.81598946,10.2693364
25530,17.84695464,24.77259567,17.1709955,18.24658319,21.962871
23194,20.01268605,25.78948659,17.17265602,18.99920106,18.02597028
17423,18.90636938,21.20244718,17.17572498,21.59467364,21.12078482
15968,16.9665453,26.62211345,17.1771625,20.81476655,18.4194122
18809,19.55695723,22.67859648,17.17917237,17.34619326,23.23908066
24828,18.56875557,25.04257585,17.17958208,18.16042708,21.04865942
34405,17.46070966,23.82386977,17.18082135,16.7307057,24.80389351
24009,20.18402478,21.21154379,17.18279288,23.06845305,18.3531855
10827,20.2972993,20.84105898,17.18337274,24.09997793,17.57829105
12663,20.11018965,23.37172133,17.18406866,17.69688903,21.63713132
13579,17.49189864,25.33673288,17.18586952,17.83523953,22.15025944
30722,18.09226181,26.27852152,17.1861946,17.86494435,20.57807772
8912,20.27776497,18.32927676,17.18769711,19.48523488,24.72002627
21844,21.07716876,20.17777956,17.19331927,17.30975593,24.24197649
37358,21.62113447,19.62219285,17.19656707,16.59513282,24.96497278
18704,16.99551344,24.64214893,17.19719975,16.77140253,24.39373535
33408,17.40722839,24.11580096,17.1999872,18.70973543,22.56724802
38907,17.9507847,24.27129842,17.20112697,16.98087475,23.59591516
35603,14.87359137,20.35951332,24.89388756,16.32002377,23.55298397
4754,16.96553578,28.29577582,17.20798785,19.45429828,18.07640227
34208,22.51640173,21.65249884,17.20843273,21.55621525,17.06645145
37936,18.71711289,21.55150287,17.21077448,20.2722319,22.24837786
3417,16.63555011,27.62882274,17.21349541,19.82732043,18.69481131
30194,19.01585589,20.99863078,17.21428458,19.84496568,22.92626307
9637,19.31505152,17.64209732,17.21570126,20.98559708,24.84155282
14871,17.34195888,23.36243178,17.21958075,16.83534734,25.24068124
12462,11.99869797,30.80225725,17.22042585,16.5689589,23.40966002
18239,19.42416183,20.14388643,17.22061042,20.14531625,23.06602506
33682,17.09921992,25.03769083,17.22198324,16.35066675,24.29043926
20970,17.97357132,23.32683075,17.22842705,16.95966085,24.51151003
16532,20.41806299,23.10034603,17.23110807,17.64310661,21.60737631
15399,19.32159341,24.22207628,17.23120843,22.54928688,16.675835
36504,22.96220852,16.18770977,17.2346222,20.86568103,22.74977847
13806,19.35552112,23.92181924,17.23521114,18.22586304,21.26158546
34616,22.0638241,20.84798378,17.23787015,16.34692366,23.5033983
7288,16.44444591,23.28704202,17.23921517,20.35882784,22.67046905
5082,24.12581325,18.49048935,17.24000296,18.34629486,21.79739958
38183,22.14479649,18.16127069,17.24091926,18.48757081,23.96544275
36163,20.24509647,22.47806047,17.24286623,19.2667224,20.76725443
82,16.86628728,19.58948631,24.85968844,19.04676886,19.6377691
2566,16.09462967,28.23932124,17.24450173,17.65872399,20.76282337
11629,19.63718145,23.51331068,17.24520756,18.68188035,20.92241998
9034,19.48047515,19.90637522,17.24737044,19.29942279,24.06635641
33979,17.74048881,21.23975765,17.24788273,20.65493626,23.11693454
9265,18.06657819,20.58931228,17.24799902,21.16973234,22.92637817
10131,18.06657819,20.58931228,17.24799902,21.16973234,22.92637817
7441,16.63503786,27.02415866,17.25063797,18.71570366,20.37446185
20261,20.73824233,20.88454728,17.25137779,19.57842679,21.54740581
32049,16.91184084,24.54519731,17.25296422,17.75242845,23.53756918
32527,16.91184084,24.54519731,17.25296422,17.75242845,23.53756918
33073,18.24668875,23.32738456,17.25430166,16.6942705,24.47735454
31046,21.30778769,20.68754128,17.25541662,17.6355331,23.11372131
31527,21.30778769,20.68754128,17.25541662,17.6355331,23.11372131
13705,20.05258182,22.87893076,17.25570149,18.17236619,21.64041975
14127,20.05258182,22.87893076,17.25570149,18.17236619,21.64041975
39150,18.39900547,28.62543331,17.25685365,19.86713752,15.85157005
41029,18.3209585,29.33776025,17.25778235,19.60859423,15.47490466
8269,19.64043816,23.53777386,17.26090006,23.60019966,15.96068826
11215,19.0991745,22.39433893,17.26117207,19.82546549,21.419849
7954,19.37015141,21.65142256,17.26253147,20.20935253,21.50654203
237,15.91689663,18.9093582,24.83947514,15.68465644,24.64961359
35660,15.95494348,20.78101142,24.82698989,15.01696634,23.42008886
34352,16.04996706,23.38148695,17.26559433,17.26528836,26.03766331
11058,18.98329094,23.71130264,17.26629019,20.92587902,19.11323721
10536,16.97110076,26.08831091,17.26732885,16.33280194,23.34045754
11663,17.09859434,21.42244189,17.26873223,19.10079401,25.10943753
33638,14.61350345,29.18917823,17.27191894,18.01928443,20.90611496
11042,19.60715385,23.80556474,17.27289279,22.95726531,16.35712331
37441,18.13920737,23.85319423,17.27437491,17.78039138,22.95283211
4055,19.01144203,21.34594613,17.27492823,16.10970849,26.25797512
31373,19.56828659,23.90628857,17.27568329,18.83577381,20.41396774
31844,19.56828659,23.90628857,17.27568329,18.83577381,20.41396774
37199,18.07245453,28.10673572,17.27940651,20.24152551,16.29987772
21879,18.03101644,23.62568963,17.27962339,17.26396385,23.79970669
18883,20.15098745,22.9804926,17.28069851,16.53389489,23.05392654
9056,18.07721066,22.29029174,17.28128686,15.5457918,26.80541895
17901,15.68313574,26.04654052,17.28175026,17.23549266,23.75308082
17244,17.00173015,19.86911665,17.28220293,17.26838654,28.57856373
17596,17.00173015,19.86911665,17.28220293,17.26838654,28.57856373
19737,21.11656605,20.87696668,17.28228332,22.23579801,18.48838594
15879,19.69418666,20.88786854,17.28250115,21.15458624,20.98085741
17034,21.96529066,25.46620264,17.2828167,16.163243,19.12244701
