UniqueID,Wide_Centre-Back_(LCB),No_Nonsense_Centre_Back,Ball_Playing_Defender,Wide_Centre_Back_(RCB),Libero
38515,20.28142933,25.79697489,14.4477373,18.50816133,20.96569715
25243,18.55703476,24.48155969,14.4504632,21.15210377,21.35883858
22279,19.1273411,23.1399441,14.45068757,22.5605479,20.72147934
5087,20.33138361,25.32129453,14.45566289,25.32163433,14.57002465
25455,18.49107457,23.73485744,14.45635211,17.94240574,25.37531014
3721,17.21692489,25.17972376,14.45681009,21.31261585,21.83392541
16243,20.40218624,20.77343082,14.46078042,21.30712194,23.05648058
9638,21.31477093,27.21016668,14.46545028,19.92751119,17.08210092
36575,20.38051052,25.43775158,14.46590079,22.14955055,17.56628657
41529,19.63449386,22.24013097,14.47611854,22.31037973,21.3388769
24784,22.49022252,21.71743456,14.4872575,19.12843033,22.17665509
25174,22.49022252,21.71743456,14.4872575,19.12843033,22.17665509
31689,23.06121395,21.91911272,14.49171275,20.84458736,19.68337321
33977,18.66446285,23.72542462,14.50060043,20.13752299,22.9719891
16395,18.31770722,24.17182798,14.51150622,19.93444915,23.06450943
34259,23.75964417,22.66120312,14.51647631,23.55040493,15.51227147
39403,19.73311317,24.84124356,14.51727074,21.35588868,19.55248386
34147,17.24797119,28.37885294,14.51900458,23.75275281,16.10141848
10994,21.51612334,24.21585369,14.52123989,19.54176289,20.2050202
11407,21.51612334,24.21585369,14.52123989,19.54176289,20.2050202
11256,18.29952811,25.10546706,14.52742802,19.44084116,22.62673565
34807,16.40233601,14.95352748,30.42639641,16.09439488,22.12334522
31229,23.15196986,21.81458899,14.52953659,20.88592262,19.61798194
2301,21.56923114,24.19990863,14.53978106,19.52052721,20.17055196
424,17.35692999,14.71122202,30.41969847,16.94049007,20.57165946
34981,11.24507766,22.15193597,30.30963114,18.0459657,18.24738954
34615,18.39314858,32.03162695,14.55055941,20.90260375,14.12206132
2285,22.88088425,23.44360813,14.55345776,20.38700533,18.73504453
38437,18.38306291,25.02748434,14.55429637,20.22642854,21.80872784
468,11.41402933,20.75409284,30.25153864,14.64341482,22.93692438
10446,20.28042265,23.63783866,14.56093585,20.23216084,21.288642
36425,22.63039128,20.04497325,14.5693081,21.88511983,20.87020755
33668,19.69474972,23.09871471,14.57065735,21.47090815,21.16497006
38077,19.87175823,23.62727628,14.57206022,21.98087067,19.9480346
38057,22.98444894,21.40093518,14.5827869,19.15669011,21.87513887
18771,23.09051739,18.0340387,14.58386693,19.91936319,24.37221378
25159,20.95232135,23.82810456,14.58458837,18.28806083,22.34692489
36654,18.00893357,24.53213719,14.58560967,21.02448419,21.84883539
22027,19.91584194,20.26955689,14.58759092,20.08928888,25.13772136
14550,17.83375942,25.3409144,14.58963663,17.79436316,24.44132639
15345,17.83375942,25.3409144,14.58963663,17.79436316,24.44132639
34237,22.76710793,21.44847128,14.59160359,18.63998614,22.55283106
34164,22.17133019,23.46112377,14.59663867,19.53262788,20.23827948
19494,22.2053969,24.36982428,14.60235314,17.81434154,21.00808413
16351,22.17844285,22.67886989,14.60501574,19.61944882,20.91822269
38900,15.69780624,27.43308135,14.6050526,18.96963577,23.29442403
2325,18.33069998,23.21588891,14.6126462,20.66675321,23.1740117
9269,19.84558931,24.25186517,14.62093087,20.78859812,20.49301653
9669,19.84558931,24.25186517,14.62093087,20.78859812,20.49301653
3714,16.70269895,26.9670117,14.62094064,17.89883603,23.81051268
25533,25.98237421,16.46895907,14.62468679,18.10370363,24.8202763
27206,18.68908859,24.91004838,14.62652828,25.89855955,15.87577521
29040,20.05183439,22.53730583,14.63626946,19.86446251,22.91012781
34869,15.08651531,17.44833199,30.24911664,19.21933955,17.9966965
39588,18.79827876,22.5521106,14.64336617,20.2030689,23.80317556
24761,20.55143124,24.11479801,14.65319695,18.57438336,22.10619045
19183,18.00105551,27.44312857,14.65648318,17.90034898,21.99898376
25004,22.46628077,25.19002406,14.66212038,20.35692086,17.32465393
25323,22.46628077,25.19002406,14.66212038,20.35692086,17.32465393
25476,19.9412812,23.73900613,14.66498536,18.70658492,22.94814238
10362,19.71273917,22.2050192,14.66563202,20.94405158,22.47255804
25218,21.78379195,20.82411192,14.66654572,18.67311654,24.05243387
27181,21.07926236,22.58330311,14.668237,18.99452335,22.67467417
34950,15.24333269,22.11112508,30.23323116,16.17882688,16.23348418
20748,19.85616666,25.5555166,14.67427518,24.88281642,15.03122513
22529,21.40307575,24.51908443,14.67660839,22.27694068,17.12429074
24795,20.71639587,21.99171543,14.67928414,21.53435754,21.07824703
25189,20.71639587,21.99171543,14.67928414,21.53435754,21.07824703
34584,18.33321526,25.23902207,14.68492144,17.3458837,24.39695753
