UniqueID,Shadow_Striker,Advanced _Playmaker,Enganche,Trequartista
39894,20.44146056,28.27642984,22.59066177,28.69144782
29182,21.57796875,38.3324037,8.027787224,32.06184032
37167,2.39351323,31.44828596,19.94169432,46.21650649
4806,28.67729697,24.24683575,23.79836173,23.27750556
19361,22.25306724,36.22322663,21.26061986,20.26308627
37586,16.60152678,26.9723809,26.79413348,29.63195884
23172,24.15052413,21.21087135,24.91655447,29.72205006
33507,30.26401297,22.55734679,21.73370095,25.44493929
11619,12.81690246,31.68991294,24.79133063,30.70185398
25391,23.40989256,23.95790782,24.08169406,28.55050557
37277,11.1798697,34.78858432,23.57806867,30.4534773
39905,20.65810825,22.55263185,23.60157656,33.18768334
33358,30.60392593,20.34877569,17.71468248,31.3326159
14164,27.18633022,25.94972532,17.98608606,28.87785839
3247,30.00021843,21.53959792,21.68341904,26.77676461
10932,32.40697486,17.9356512,16.08026527,33.57710867
40952,25.81635577,23.22055749,21.60131076,29.36177598
10646,25.22405104,26.07407198,26.55218816,22.14968882
36798,24.25551219,24.87978929,27.11036679,23.75433173
36787,4.605768716,37.84704218,26.62682383,30.92036528
5030,19.74087697,28.23911542,31.72518148,20.29482613
23662,15.69955553,24.18343901,30.55956695,29.5574385
34676,21.22983728,22.02445022,21.7680248,34.97768769
3806,17.62912819,28.05559036,23.636607,30.67867445
23285,26.7373168,24.48688185,20.17048681,28.60531454
26968,15.23387309,22.7952609,27.40907731,34.5617887
8250,28.07441532,23.89329317,24.36305342,23.6692381
740,27.61131112,23.01779027,21.29541653,28.07548208
40340,22.59455546,26.28940265,29.598266,21.51777588
27451,13.71503139,23.81348221,29.19827944,33.27320696
7157,16.22608817,26.80609293,38.85672264,18.11109626
35000,23.90753532,22.26842319,25.48245539,28.34158609
12614,26.71922641,17.9687183,21.03840253,34.27365275
22800,25.27413434,23.22569116,30.1928811,21.3072934
8188,24.09316229,23.6398019,27.90920225,24.35783355
15573,15.01580484,27.86749192,31.05735818,26.05934506
933,27.28714215,22.04731662,23.33107671,27.33446452
30293,20.54410651,25.63934832,16.8907765,36.92576867
34505,27.38979626,24.78631093,26.07662291,21.74726991
41401,26.69796678,20.99653388,20.92721062,31.37828872
19340,25.80983213,28.92048063,24.70702781,20.56265943
31763,26.28216899,24.17692024,30.22135095,19.31955983
32432,31.28640178,19.59224924,20.33260169,28.78874729
32893,31.28640178,19.59224924,20.33260169,28.78874729
10925,26.43787554,19.53174254,21.61244458,32.41793734
25452,25.47441895,19.63898185,27.87669649,27.00990271
31329,25.2050568,26.23018177,27.35436816,21.21039327
31797,25.2050568,26.23018177,27.35436816,21.21039327
33925,16.96853583,21.67408423,28.95776584,32.3996141
23842,28.10290687,19.38707451,19.82308521,32.68693341
28091,16.78316795,24.79169612,28.14444266,30.28069327
28479,16.78316795,24.79169612,28.14444266,30.28069327
5401,27.72253989,21.45124095,24.20831393,26.61790522
13770,22.96585847,23.97754393,30.50085393,22.55574367
