UniqueID,Full_Back,Complete_Wing_Back,Wing_Back,Inverted_Full_Back,Inverted_Wing_Back,No_Nonsense_Full_Back
5547,20.13248951,15.6723884,14.55272378,16.2012599,14.6165032,18.8246352
20184,21.64509704,11.96148975,15.96231033,21.34731388,13.05846272,16.02532629
32971,15.36990622,26.65905177,22.38763918,10.79843088,15.66301332,9.121958641
19479,17.17015805,20.21231267,20.72889535,14.7855629,13.3732866,13.72978442
40610,12.33800341,22.63914297,25.70908027,24.9251646,14.3252085,0.063400251
40284,19.30069657,19.43085096,20.04101299,14.27213125,11.8952726,15.06003564
19860,17.48794244,16.46633873,19.32635977,19.32073668,16.39117445,11.00744794
40966,18.07310516,20.59782281,13.88786475,21.60898738,15.86103602,9.971183877
3335,26.73196977,18.29137276,16.99685685,5.41861954,12.65780809,19.90337299
13854,20.74265325,12.72563715,16.99317536,21.16649555,14.28272932,14.08930937
23719,20.25164064,16.03012455,18.48377894,18.65522702,13.1275063,13.45172254
7676,21.18395899,14.67779607,18.24008078,13.6970241,15.50403832,16.69710174
15854,13.71280333,17.0337991,21.05902274,18.03397366,16.08967817,14.070723
19131,16.73245608,19.03695147,18.79363908,11.09706858,16.08501658,18.2548682
1484,21.62882382,17.08569347,16.87137388,8.218007054,13.38153864,22.81456314
4559,15.0468761,21.13084091,14.68869886,20.78171348,13.49968757,14.85218309
27602,17.2784722,21.15922518,22.19405444,17.9204917,11.49994284,9.94781365
22523,13.24882385,22.15235973,19.39142319,12.53805797,16.30835598,16.36097928
19298,15.36551192,21.00137707,20.72921104,15.32643494,14.07836714,13.4990979
20179,17.67475965,20.74702078,19.7966725,13.25782647,12.19493891,16.32878169
20270,20.30077489,14.28924723,18.48610049,17.84328929,12.83053557,16.25005253
23089,19.70663429,15.81579481,19.46707832,11.67404892,15.28355803,18.05288563
13308,14.21180456,24.72652396,22.16428953,10.10401964,17.01867756,11.77468475
499,13.73084047,12.99942357,13.68020165,25.38086454,12.79687093,21.41179883
37878,7.962559346,26.65316893,26.86573869,19.77521715,14.31078901,4.43252687
16396,21.67044612,12.80325768,13.03216689,14.06270989,13.24818498,25.18323444
16831,21.67044612,12.80325768,13.03216689,14.06270989,13.24818498,25.18323444
37254,13.36932147,17.85619776,19.93673987,27.74147225,12.55604783,8.540220818
8303,21.48645489,18.69361152,19.07010515,6.991104127,12.80241054,20.95631378
7181,23.32777073,14.90764231,17.54588996,12.84786859,14.85283857,16.51798984
39509,16.52780246,20.68979569,13.37675246,20.75216791,15.8425356,12.81094588
40744,13.85697379,22.26291608,19.35159142,17.66398153,16.8524996,10.01203759
11402,16.44449261,22.28211174,24.71975488,12.36802035,15.36205524,8.823565167
29322,12.60731786,22.59390197,18.80280605,18.98988849,13.26071592,13.74536972
186,19.47324715,10.51329714,13.32190551,25.2990164,11.1407947,20.2517391
20682,19.55066535,14.09459762,16.69943885,21.20261334,13.99226643,14.46041841
16763,11.0066134,21.49700605,21.74448493,12.65816107,24.07994675,9.013787801
3296,21.7540524,13.7332165,14.91061773,12.17147567,14.46769302,22.96294468
38049,13.07641019,21.64984463,23.81401401,19.14688133,13.1209396,9.191910253
39626,17.16598787,16.53816124,19.14578267,22.50095086,10.89769479,13.75142258
41089,21.16953552,18.04709525,17.1983146,13.51215567,11.62179156,18.45110739
12996,19.14730381,15.56086942,20.81334997,22.0070849,13.69883422,8.772557668
19073,8.321889827,24.53093245,22.65386317,17.99180308,18.72384217,7.777669301
7326,20.78211137,18.91322242,18.26982216,11.18681374,12.57235251,18.27567781
24024,19.91513779,16.39711782,19.36685607,12.13379076,15.84796305,16.33913451
597,19.47324715,10.51329714,13.32190551,25.2990164,11.1407947,20.2517391
12069,14.1899078,24.31482413,21.18057619,13.47978194,14.46595244,12.3689575
33745,15.47312981,23.60355188,21.16139518,13.36480173,14.84040622,11.55671517
21445,14.06029153,22.76255782,21.50378019,13.26590329,14.63277332,13.77469384
16228,14.81082048,24.58241025,25.32329228,18.82612975,14.18317249,2.274174746
18214,14.01752098,15.53394528,20.78066139,19.16830207,16.55713297,13.94243732
36222,16.61488902,20.42776177,21.85649472,18.17528694,12.61011674,10.31545081
2834,19.87201405,19.87360036,18.5894386,11.17213512,11.99610783,18.49670404
1155,15.72392258,17.23461083,20.1298415,18.9019825,14.21162881,13.79801378
8378,19.63440754,13.09627196,16.76226707,20.17772466,12.30771797,18.02161079
21287,11.800823,21.16804851,21.22362054,16.81046107,15.18464856,13.81239832
21721,11.800823,21.16804851,21.22362054,16.81046107,15.18464856,13.81239832
11482,15.43713032,19.36099941,19.9838239,21.21428868,13.49267136,10.51108633
33349,13.0640834,23.30991067,18.27777996,12.05822517,13.98145346,19.30854735
36810,15.7093875,16.43998429,22.83213448,19.76635992,13.98168599,11.27044782
40646,19.87619837,13.14988874,14.88624909,17.39296688,15.75494927,18.93974766
41248,19.46027987,19.47609854,20.92395287,16.03962199,12.24647102,11.85357571
9267,18.4298169,26.88013912,22.75168656,4.424751238,15.11299835,12.40060783
9665,18.4298169,26.88013912,22.75168656,4.424751238,15.11299835,12.40060783
16233,19.91123624,21.59362066,19.8267713,8.926456167,14.96866174,14.7732539
754,13.30884738,15.17520062,19.31170991,25.04058113,18.4030532,8.760607753
9682,22.46960033,20.31937753,15.90504962,9.244628682,13.46313127,18.59821257
27728,15.7826657,24.60719235,15.54192281,14.4462154,15.79185151,13.83015222
16553,11.89513995,20.03184177,22.9981095,15.58780335,15.88815143,13.598954
20231,17.25340111,14.23934161,15.95323103,16.02227698,15.09975424,21.43199504
5649,22.3627855,13.91441624,15.14997942,16.83671784,11.55315144,20.18294956
36885,23.04116707,14.14640758,16.18511916,15.1400819,11.71249594,19.77472834
38168,19.37729145,16.46496813,17.44004395,10.11648565,14.26077147,22.34043936
35626,14.14935632,19.67569308,22.47230918,24.75674358,14.59827254,4.347625307
33205,26.06437893,17.1489059,17.38878142,13.86895099,13.26286782,12.26611494
39065,14.40558887,20.93941243,14.24539294,20.37215064,15.90159142,14.1358637
33777,18.81301852,19.41677677,18.12024522,12.18219367,11.31657956,20.15118626
22358,15.1831155,19.55943263,21.94623631,18.00382224,13.64867298,11.65872034
30584,12.52592962,27.67731223,26.66415831,11.89352442,15.58587301,5.653202408
34651,18.30098619,24.67024277,22.09689722,7.850032198,16.82231067,10.25953095
6843,15.57753692,20.85754167,25.3880662,14.50592608,17.57025283,6.100676291
35863,20.13058138,16.48359581,18.24540795,17.91057479,11.03971423,16.19012584
7266,16.52692633,21.01540651,19.77404994,15.23017504,11.69320544,15.76023674
27631,19.8510887,18.1207967,18.84813512,14.68610653,14.89805126,13.5958217
13570,18.24807159,16.1108498,18.45213161,16.44337738,13.26612481,17.47944481
39411,16.56159336,19.41255261,20.84150433,18.56888798,11.83130125,12.78416048
9200,17.50536632,21.77816983,17.46325045,9.444476501,13.13939801,20.66933889
9601,17.50536632,21.77816983,17.46325045,9.444476501,13.13939801,20.66933889
11160,21.12067048,18.57686895,19.39186729,15.28587747,11.91194341,13.71277241
17798,14.54168226,19.22586972,21.38028825,17.16346346,15.47353535,12.21516095
38681,20.812363,16.26514053,19.8557754,19.11785957,11.7277365,12.22112501
23535,18.20665142,19.2450927,20.19637544,15.09793498,16.66005542,10.59389004
35363,15.76442305,13.41365516,17.0605424,24.27527859,16.09129567,13.39480513
1806,20.75255735,21.43313559,18.46730771,6.84125975,11.96690839,20.53883121
8643,2.448582209,36.17645827,26.42450802,18.5513469,14.86490173,1.53420287
12102,11.32155451,20.68477675,21.15626986,17.71897405,13.94588327,15.17254157
24997,22.06846765,19.10756009,19.02019669,10.14726582,12.58592939,17.07058035
29624,15.46708071,17.18722675,20.31478066,17.37693963,14.3128823,15.34108995
36204,20.59750114,19.02607981,17.72737678,14.23430629,20.3985421,8.01619388
20236,21.013575,14.66335051,16.88203035,18.20449123,13.01109898,16.22545393
6460,15.87629661,23.88009582,22.03324048,9.982892994,14.02191018,14.20556391
6869,15.87629661,23.88009582,22.03324048,9.982892994,14.02191018,14.20556391
24473,16.01888087,23.41315557,20.09990386,5.248790316,12.83600151,22.38326787
2986,19.59953582,19.61475617,17.89390315,10.97282069,13.57147852,18.34750565
13554,23.80238794,14.83090436,18.48926426,16.59225675,13.02577016,13.25941652
13999,23.80238794,14.83090436,18.48926426,16.59225675,13.02577016,13.25941652
41184,23.47823882,14.01627468,16.86571099,17.38295047,11.81794646,16.43887859
40878,18.95271877,16.73369994,21.54345495,19.18457824,13.34125641,10.24429168
15547,19.8675483,18.46178187,20.08523764,17.36641821,11.93854638,12.2804676
5561,16.80651027,18.54548722,19.85356977,14.91286623,12.91772131,16.9638452
728,19.51024957,11.35085715,16.05715052,24.23339293,14.62777724,14.22057259
35729,10.71291856,14.06306448,11.74930665,23.96987275,20.92003625,18.58480131
16539,18.00652321,22.27321454,18.71739414,13.18570098,11.03078709,16.78638004
23833,21.14324892,19.08213755,19.88026932,12.61989168,12.11391559,15.16053694
23060,22.81014894,17.75088676,19.39129265,14.3704184,13.46713361,12.21011964
8118,25.68407207,15.53899723,16.80455177,10.36328698,13.2804516,18.32864036
12098,16.13797825,21.33743175,19.05827196,18.0770089,15.50732177,9.881987381
13739,20.57295383,17.24807848,16.38993141,8.492157132,12.49405172,24.80282744
14154,20.57295383,17.24807848,16.38993141,8.492157132,12.49405172,24.80282744
21214,20.23660231,15.97182036,19.60984052,15.35950936,16.53614065,12.2860868
6940,15.10034363,23.94534543,22.90214575,18.26852848,14.27147516,5.512161546
31430,11.92572891,22.46389104,22.48557936,16.921694,14.45400527,11.74910143
31899,11.92572891,22.46389104,22.48557936,16.921694,14.45400527,11.74910143
19138,17.48519153,23.65068357,21.45973118,7.541021254,15.90884612,13.95452635
19960,16.1249756,19.2453238,21.86873952,16.46769425,14.51075457,11.78251228
21246,15.42282148,22.64076464,20.54969801,15.2337588,12.7260701,13.42688696
26301,21.19195905,17.874364,21.69488381,16.40504469,14.84453405,7.989214391
26723,21.19195905,17.874364,21.69488381,16.40504469,14.84453405,7.989214391
32103,13.84141775,22.88941315,16.47233812,17.35861646,14.51515771,14.92305682
32588,13.84141775,22.88941315,16.47233812,17.35861646,14.51515771,14.92305682
41479,20.40408697,14.2082067,18.38329483,17.46183245,12.95306889,16.58951016
33531,17.31452267,23.18908407,17.11842527,8.28291619,14.46756382,19.62748798
8785,18.86860895,23.83653811,20.08455661,12.72088856,13.70864739,10.78076038
1686,21.06705933,17.77042061,19.91342368,15.55558923,13.56619793,12.12730922
18769,17.09329781,22.54161276,16.25425386,4.498306702,15.58885027,24.0236786
25755,14.29070969,26.65911181,21.59477903,9.464531034,16.66892551,11.32194292
27448,15.45065617,17.45100746,20.45906103,19.88493755,11.80894127,14.94539652
36279,17.84856403,12.89804787,14.60099748,19.94519929,12.58077312,22.12641822
7127,19.06180241,17.74882808,20.62880987,14.33539945,13.31267082,14.91248937
21659,14.66446908,22.45940952,18.98015431,10.4156498,14.73808366,18.74223363
27178,7.531942214,22.58840138,21.48741369,22.50940782,20.84532742,5.037507482
30337,16.73335509,21.1929031,13.60659492,20.97880973,17.04093818,10.44739898
35374,20.16845845,11.5350364,16.50682558,23.66625753,12.66326278,15.46015926
37935,26.20142799,14.57093488,16.5200562,11.9661006,13.49231654,17.24916379
24170,19.48317108,15.72188975,18.21177607,18.63411914,11.89851321,16.05053075
27254,15.26262151,23.52214303,20.41774807,11.87804997,13.95586586,14.96357156
27513,18.10973238,22.00216319,19.82449888,10.36161934,12.23731224,17.46467397
33454,13.31185346,23.55445186,24.4296562,15.85220389,16.65130182,6.200532779
18674,20.00857393,14.69143042,19.70813674,17.95195536,15.31521897,12.32468459
25187,15.15371828,21.18002974,19.77888397,14.65837018,16.24729959,12.98169824
232,14.5964714,17.1021794,16.95546896,23.30604432,12.71602414,15.32381177
8069,7.94000144,30.05602624,27.90918588,18.11938168,14.12795626,1.847448499
27499,18.29762246,21.86216757,19.02172456,13.43948777,12.25381757,15.12518007
9374,16.82843903,21.6727652,21.85089404,11.59027422,13.49733764,14.56028988
40993,24.39973849,17.02731389,16.22955993,10.92986719,15.6244775,15.789043
14813,12.26229595,22.98466067,22.94722816,18.65825336,15.00057068,8.146991171
2764,21.44329082,11.91167172,15.74679872,21.08209255,14.19634754,15.61979866
21301,16.6669201,21.40823364,17.06092439,15.10877952,15.1791262,14.57601615
21712,16.6669201,21.40823364,17.06092439,15.10877952,15.1791262,14.57601615
21687,15.06751261,23.07000558,25.00850906,14.85116795,15.03262466,6.970180133
11591,13.09447975,25.38371671,16.77750582,17.96127984,19.75288547,7.030132406
20956,14.56214036,20.86138177,21.00539099,15.71922319,16.39011364,11.46175006
25734,9.130959543,29.70508381,15.82112915,9.654431445,25.1991876,10.48920845
34864,18.27596982,16.44841327,18.62049548,23.21364818,12.90743601,10.53403725
19024,13.99848478,19.03644051,20.13817198,18.60902075,16.91135559,11.30652639
1085,18.70671672,17.71111703,17.90545186,15.58968818,11.95939769,18.12762853
29613,13.85811488,20.29167363,24.07112259,18.4909193,13.81421221,9.473957387
23917,22.27594783,11.59808148,14.10028165,22.09156407,16.8378508,13.09627416
3230,16.26228277,15.64581483,20.45710269,24.15768433,14.64441217,8.832703207
38477,20.43290456,19.954024,19.77846382,9.969778063,14.63716996,15.2276596
38219,14.99537002,20.44863485,20.17570279,13.9474438,14.55918675,15.87366179
23251,16.9919491,19.23005293,19.88672908,15.84440125,14.28093856,13.76592908
36604,14.19301377,21.53977441,17.37093586,20.99826114,13.3786954,12.51931941
41593,12.96850873,24.49031535,19.62826949,11.31721153,13.2315179,18.364177
40818,18.33789286,21.65656629,14.38987254,16.95353095,15.27973206,13.38240531
11831,21.35627357,12.84236897,16.31873789,21.63585562,12.01548618,15.83127777
29703,16.5226964,24.58692341,24.01708053,14.97397413,13.51009143,6.389234099
17403,6.072332537,34.35438943,27.26290679,12.51587106,17.48130203,2.313198147
38612,21.04338517,12.95860201,14.30327431,15.03507959,12.05128775,24.60837116
19048,18.43521813,17.24905898,21.26699814,22.89758038,12.81383029,7.337314072
38586,22.83628954,19.48009895,19.20999884,9.133912509,12.20195391,17.13774625
33121,22.40277174,17.276377,18.63375061,8.806212284,12.16195402,20.71893435
33589,22.32115196,17.4442317,18.81479334,8.891772127,12.28011775,20.24793312
3229,14.91734997,19.97013233,20.60128574,20.09590139,12.19633728,12.2189933
15639,14.21360045,17.88654248,20.81500918,18.31491449,14.97438715,13.79554625
19464,15.4070555,25.15174495,18.99736566,4.991256693,16.81742289,18.63515431
32203,10.69538163,25.71190022,25.52192394,17.90987342,13.35823631,6.802684491
32687,10.69538163,25.71190022,25.52192394,17.90987342,13.35823631,6.802684491
34575,26.27919145,14.70637676,16.69154748,10.41133538,14.40272746,17.50882147
